objectid,title,date,format,arastirmaci,eser_adi,sayfa_no,padisah_donemi,muellif_adi,muellif_olum_tarihi,mustensih_adi,telif_tarih_hicri,telif_basim,telif_tarih_miladi,istinsah_tarihi,eser_dili,eser_alt_turu,yazin_turu,yazi_turu,baglanti_turu,baglantili_eser_adi,baglantili_eser_yazari,baglantili_eser_tarihi,baglantili_eser_dili,cilt_sayisi,yazildigi_yer,istinsah_yeri,kutupane_koleksiyon,alt_koleksiyon_numara,su_anda_kutupane,latitude,longitude,ulke,sehir,takdim_hediye,tarihsel_kapsam,tematik_kapsam,notlar,arastirmaci_notu,,
babinger_0960,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),1624,record,Ecem Miray Biliz,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),177-178,I. Mustafâ,Muhammed b. Abdülmu’tî,,,1033,1033 (1624),1624,,Arapça,,,,,,,,,,,,Gotha Kütüphanesi,nr. 1633/7,,50.94788471,10.70937885,Almanya,Gotha,Sultan I. Mustafâ,Mısır’ın müslümanlar tarafından fethinden - 1032/1623,Mısır’ın müslümanlar tarafından fethinden I.Mustafâ hükümetine kadar Mısır tarihi anlatılmıştır.,,"1634 numaralı yazma III. Osman devrine kadar, 1637 numaralı yazma ise I. Mahmud devrine kadar devam ettirilmiştir. (Berk)",,
babinger_0961,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),1624,record,Ecem Miray Biliz,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),177-178,I. Mustafâ,Muhammed b. Abdülmu’tî,,,1033,1033 (1624),1624,,Arapça,,,,,,,,,,,,Bavyera Devlet Kütüphanesi,nr. 396/7,,48.14761466,11.58030024,Almanya,Münih,Sultan I. Mustafâ,Mısır’ın müslümanlar tarafından fethinden - 1032/1623,Mısır’ın müslümanlar tarafından fethinden I.Mustafâ hükümetine kadar Mısır tarihi anlatılmıştır.,,,,
babinger_0962,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),1624,record,Ecem Miray Biliz,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),177-178,I. Mustafâ,Muhammed b. Abdülmu’tî,,,1033,1033 (1624),1624,,Arapça,,,,,,,,,,,,Viyana Milli Kütüphanesi,nr. 924,,48.20638245,16.36692749,Avusturya,Viyana,Sultan I. Mustafâ,Mısır’ın müslümanlar tarafından fethinden - 1032/1623,Mısır’ın müslümanlar tarafından fethinden I.Mustafâ hükümetine kadar Mısır tarihi anlatılmıştır.,,,,
babinger_0963,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),1624,record,Ecem Miray Biliz,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),177-178,I. Mustafâ,Muhammed b. Abdülmu’tî,,,1033,1033 (1624),1624,,Arapça,,,,,,,,,,,,Konsular-Akademie,nr. 257,,48.20638245,16.36692749,Avusturya,Viyana,Sultan I. Mustafâ,Mısır’ın müslümanlar tarafından fethinden - 1032/1623,Mısır’ın müslümanlar tarafından fethinden I.Mustafâ hükümetine kadar Mısır tarihi anlatılmıştır.,,,,
babinger_0964,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),1624,record,Ecem Miray Biliz,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),177-178,I. Mustafâ,Muhammed b. Abdülmu’tî,,,1033,1033 (1624),1624,,Arapça,,,,,,,,,,,,Kopenhag,nr. 153,,55.6735083,12.5826588,Danimarka,Kopenhag,Sultan I. Mustafâ,Mısır’ın müslümanlar tarafından fethinden - 1032/1623,Mısır’ın müslümanlar tarafından fethinden I.Mustafâ hükümetine kadar Mısır tarihi anlatılmıştır.,,,,
babinger_0965,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),1624,record,Ecem Miray Biliz,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),177-178,I. Mustafâ,Muhammed b. Abdülmu’tî,,,1033,1033 (1624),1624,,Arapça,,,,,,,,,,,,Uppsala Üniversitesi Kütüphanesi,nr. 265,,59.85522266,17.63143714,İsveç,Uppsala,Sultan I. Mustafâ,Mısır’ın müslümanlar tarafından fethinden - 1032/1623,Mısır’ın müslümanlar tarafından fethinden I.Mustafâ hükümetine kadar Mısır tarihi anlatılmıştır.,,,,
babinger_0966,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),1624,record,Ecem Miray Biliz,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),177-178,I. Mustafâ,Muhammed b. Abdülmu’tî,,,1033,1033 (1624),1624,,Arapça,,,,,,,,,,,,Cambridge Üniversite Kütüphanesi,nr. 976/7,,52.20524688,0.1077233,İngiltere,Cambridge,Sultan I. Mustafâ,Mısır’ın müslümanlar tarafından fethinden - 1032/1623,Mısır’ın müslümanlar tarafından fethinden I.Mustafâ hükümetine kadar Mısır tarihi anlatılmıştır.,,,,
babinger_0967,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),1624,record,Ecem Miray Biliz,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),177-178,I. Mustafâ,Muhammed b. Abdülmu’tî,,,1033,1033 (1624),1624,,Arapça,,,,,,,,,,,,Oxford,nr. 851,,51.75437187,-1.254042,İngiltere,Oxford,Sultan I. Mustafâ,Mısır’ın müslümanlar tarafından fethinden - 1032/1623,Mısır’ın müslümanlar tarafından fethinden I.Mustafâ hükümetine kadar Mısır tarihi anlatılmıştır.,,,,
babinger_0968,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),1624,record,Ecem Miray Biliz,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),177-178,I. Mustafâ,Muhammed b. Abdülmu’tî,,,1033,1033 (1624),1624,,Arapça,,,,,,,,,,,,Paris Milli Kütüphanesi,nr. 1839/49,,48.83393323,2.375792984,Fransa,Paris,Sultan I. Mustafâ,Mısır’ın müslümanlar tarafından fethinden - 1032/1623,Mısır’ın müslümanlar tarafından fethinden I.Mustafâ hükümetine kadar Mısır tarihi anlatılmıştır.,,,,
babinger_0969,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),1624,record,Ecem Miray Biliz,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),177-178,I. Mustafâ,Muhammed b. Abdülmu’tî,,,1033,1033 (1624),1624,,Arapça,,,,,,,,,,,,Petersburg Şark Enstitüsü,nr. 56,,59.94421678,30.32190096,Rusya,St. Petersburg,Sultan I. Mustafâ,Mısır’ın müslümanlar tarafından fethinden - 1032/1623,Mısır’ın müslümanlar tarafından fethinden I.Mustafâ hükümetine kadar Mısır tarihi anlatılmıştır.,,,,
babinger_0970,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),1624,record,Ecem Miray Biliz,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),177-178,I. Mustafâ,Muhammed b. Abdülmu’tî,,,1033,1033 (1624),1624,,Arapça,,,,,,,,,,,,Roma Vatikan Kütüphanesi,nr. 733,,41.90488399,12.45499782,İtalya,Roma,Sultan I. Mustafâ,Mısır’ın müslümanlar tarafından fethinden - 1032/1623,Mısır’ın müslümanlar tarafından fethinden I.Mustafâ hükümetine kadar Mısır tarihi anlatılmıştır.,,,,
babinger_0971,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),1624,record,Ecem Miray Biliz,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),177-178,I. Mustafâ,Muhammed b. Abdülmu’tî,,,1033,1033 (1624),1624,,Arapça,,,,,,,,,,,,Kahire AK,AK. V. 121,,30.06721968,31.22713699,Mısır,Kahire,Sultan I. Mustafâ,Mısır’ın müslümanlar tarafından fethinden - 1032/1623,Mısır’ın müslümanlar tarafından fethinden I.Mustafâ hükümetine kadar Mısır tarihi anlatılmıştır.,,,,
babinger_0972,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),1624,record,Ecem Miray Biliz,Letâ’ifü Ahbâri’l-Üvel fîmen Tasarrafa fî Mısr min Erbâbi’l-Düvel (Davhetü’l-Ezhâr fîmen Veliye’d-Diyâri’l-Mısriyye),177-178,I. Mustafâ,Muhammed b. Abdülmu’tî,,,1033,1033 (1624),1624,,Arapça,,,,,,,,,,,,Süleymaniye Kütüphanesi,Esad Efendi nr. 2367,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,Sultan I. Mustafâ,Mısır’ın müslümanlar tarafından fethinden - 1032/1623,Mısır’ın müslümanlar tarafından fethinden I.Mustafâ hükümetine kadar Mısır tarihi anlatılmıştır.,,,,
babinger_0973,er-Ravzü’l-Bâsim fî Ahbâri men Mezâ mine’l-‘Avâlim,,record,Ecem Miray Biliz,er-Ravzü’l-Bâsim fî Ahbâri men Mezâ mine’l-‘Avâlim,178,,Muhammed b. Abdülmu’tî,,,,,,,,,,,,,,,,,,,Paris Milli Kütüphanesi,nr. 1562,,48.83393323,2.375792984,Fransa,Paris,,Hz.Peygamber (sav)'den-1032 (1620),"Hz. Peygamber’in (sav), Hulefâ-yi Râşidîn’in, Emevîler’in, Abbâsîler’in ve Eyyûbîler’in tarihini; ayrıca 1032 (1620) yılına kadar Mısır tarihini anlatmaktadır.",,"Babinger, eserin değersiz olduğunu belirtmektedir.",,
babinger_0974,er-Ravzü’l-Bâsim fî Ahbâri men Mezâ mine’l-‘Avâlim,,record,Ecem Miray Biliz,er-Ravzü’l-Bâsim fî Ahbâri men Mezâ mine’l-‘Avâlim,178,,Muhammed b. Abdülmu’tî,,,,,,,,,,,,,,,,,,,British Museum,nr. 1251,,51.51953386,-0.1269388205,İngiltere,Londra,,Hz.Peygamber (sav)'den-1032 (1620),"Hz. Peygamber’in (sav), Hulefâ-yi Râşidîn’in, Emevîler’in, Abbâsîler’in ve Eyyûbîler’in tarihini; ayrıca 1032 (1620) yılına kadar Mısır tarihini anlatmaktadır.",,"Babinger, eserin değersiz olduğunu belirtmektedir.",,
babinger_0975,Süheylî,,record,Ecem Miray Biliz,,178-179,,Süheylî,,,,,,,,,,,Çeviri,,İbn Zünbül,,Osmanlı Türkçesi,,,,,,,,,,,,,İbn Zünbül'ün tarihinin Türkçe tercümesidir.,,,,
babinger_0976,Târîh-i Mekke-i Mükerreme,,record,Ecem Miray Biliz,Târîh-i Mekke-i Mükerreme,178-179,IV. Murad,Süheylî,,,,,,,,Rûzname,,,,,,,,,,,Viyana Milli Kütüphanesi,nr. 896,,48.20638245,16.36692749,Avusturya,Viyana,,1039 (1630),1630'da fırtına etkisiyle yıkılmış olan Kabe'nin IV. Murad zamanında yeniden yapılması sırasında gördüklerini yazmaktadır.,,,,
babinger_0977,"""Kenan Paşa'nın Kazandığı Zaferlerden Bahsedilen Yazma""",1630,record,Ecem Miray Biliz,"""Kenan Paşa'nın Kazandığı Zaferlerden Bahsedilen Yazma""",179-180,IV. Murad,Tulû’-î Çelebi,,,1040,1040 (1630),1630,,,Paşaname,,,,,,,,,,,British Museum,Sloane 3584,,51.51953386,-0.1269388205,İngiltere,Londra,IV. Murad,1036-1039(1627-1629),Kenan Paşa'nın Rumeli'deki âsilere karşı hareket etme emri ve Karadeniz korsanlarına karşı kazandığı zaferden bahsedilmektedir.,,,,
babinger_0978,Mücmilü’t-Tûmâr,1584,record,Ecem Miray Biliz,Mücmilü’t-Tûmâr,181-184,III. Murad,Seyyid Lokmân,,,992,992 (1584),1584,,,,,,,,,,,,,,British Museum,OR. 1135,,51.51953386,-0.1269388205,İngiltere,Londra,,Hz. Adem'den-992 (1584),Osmanlı tarihi,,,,
babinger_0979,Kıyâfetü’l-İnsâniyye fî Şemâ’ili’l-‘Osmâniyye,1588,record,Ecem Miray Biliz,Kıyâfetü’l-İnsâniyye fî Şemâ’ili’l-‘Osmâniyye,182-184,III. Murad,Seyyid Lokmân,,,996-997,996-997 (1588),1588,,,,,,,,,,,,,,Dresden Memleket Kütüphanesi,nr. 373,,51.02875655,13.73702773,Almanya,Dresden,,,"Osmanlı hükümdarlarının kıyafetlerini, şekil ve şemâillerini anlatır.",,,,
babinger_0980,Kıyâfetü’l-İnsâniyye fî Şemâ’ili’l-‘Osmâniyye,1588,record,Ecem Miray Biliz,Kıyâfetü’l-İnsâniyye fî Şemâ’ili’l-‘Osmâniyye,182-184,III. Murad,Seyyid Lokmân,,,996-997,996-997 (1588),1588,,,,,,,,,,,,,,Bavyera Devlet Kütüphanesi,nr. 87,,48.14761466,11.58030024,Almanya,Münih,,,"Osmanlı hükümdarlarının kıyafetlerini, şekil ve şemâillerini anlatır.",,,,
babinger_0981,Kıyâfetü’l-İnsâniyye fî Şemâ’ili’l-‘Osmâniyye,1588,record,Ecem Miray Biliz,Kıyâfetü’l-İnsâniyye fî Şemâ’ili’l-‘Osmâniyye,182-184,III. Murad,Seyyid Lokmân,,,996-997,996-997 (1588),1588,,,,,,,,,,,,,,Viyana Milli Kütüphanesi,nr.1211,,48.20638245,16.36692749,Avusturya,Viyana,,,"Osmanlı hükümdarlarının kıyafetlerini, şekil ve şemâillerini anlatır.",,,,
babinger_0982,Kıyâfetü’l-İnsâniyye fî Şemâ’ili’l-‘Osmâniyye,1588,record,Ecem Miray Biliz,Kıyâfetü’l-İnsâniyye fî Şemâ’ili’l-‘Osmâniyye,182-184,III. Murad,Seyyid Lokmân,,,996-997,996-997 (1588),1588,,,,,,,,,,,,,,Viyana Milli Kütüphanesi,nr. 1212,,48.20638245,16.36692749,Avusturya,Viyana,,,"Osmanlı hükümdarlarının kıyafetlerini, şekil ve şemâillerini anlatır.",,,,
babinger_0983,Kıyâfetü’l-İnsâniyye fî Şemâ’ili’l-‘Osmâniyye,1588,record,Ecem Miray Biliz,Kıyâfetü’l-İnsâniyye fî Şemâ’ili’l-‘Osmâniyye,182-184,III. Murad,Seyyid Lokmân,,,966-997,996-997 (1588),1588,,,,,,,,,,,,,,British Museum,Add. 7880,,51.51953386,-0.1269388205,İngiltere,Londra,,,"Osmanlı hükümdarlarının kıyafetlerini, şekil ve şemâillerini anlatır.",,,,
babinger_0984,Kıyâfetü’l-İnsâniyye fî Şemâ’ili’l-‘Osmâniyye,1588,record,Ecem Miray Biliz,Kıyâfetü’l-İnsâniyye fî Şemâ’ili’l-‘Osmâniyye,182-184,III. Murad,Seyyid Lokmân,,,996-997,996-997 (1588),1588,,,,,,,,,,,,,,Topkapı Sarayı,Sarık Odası,Topkapı Sarayı,41.011649,28.98341108,Türkiye,İstanbul,,,"Osmanlı hükümdarlarının kıyafetlerini, şekil ve şemâillerini anlatır.",,,,
babinger_0985,Şâhnâme-i Âl-i Osmân,30.01.1510,record,Ecem Miray Biliz,Şâhnâme-i Âl-i Osmân,183-184,II.Bayezid,Seyyid Lokmân,,,19 Şevval 915,30.01.1510,30.01.1510,,,,Manzum,,,,,,,,,,,,,,,,,,Kuruluştan-999 (1590),Osmanlı hanedanı kroniği,Manzumede sadrâzam Sinan Paşa’ya büyük bir yer ayrılmıştır. Ayrıca 1588 yılından sonraki olaylar detaylıca yazılır. Çeviride sehven 1688 yılı yazılmıştır. (Berk),,,
babinger_0986,Selimnâme,,record,Ecem Miray Biliz,Selimnâme,183-184,,Seyyid Lokmân,,,,,,,,,,,,,,,,,,,Topkapı Sarayı,Erivan,Topkapı Sarayı,41.011649,28.98341108,Türkiye,İstanbul,,,II. Selim’in hükumetini anlatır.,,,,
babinger_0987,Şâhinşâhnâme,,record,Ecem Miray Biliz,Şâhinşâhnâme,183-184,,Seyyid Lokmân,,,,,,,,,,,,,,,,,,,,,,,,,,III. Murad,,II. Selim ve III. Murad'ın hükümetlerini anlatır.,,,,
babinger_0988,Hünernâme,,record,Ecem Miray Biliz,Hünernâme,183-184,,Seyyid Lokmân,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bu eserin kısmen tamamlandığı anlaşılmaktadır. Çünkü yalnız ikinci cildi mevcuttur. Bu, Kanuni Sultan Süleyman devri tarihine ayrılmıştır. Bundan dolayı birinci cildin I. Selim için yazıldığı düşünülmektedir. Ayrıca bu eserin eskiden Yıldız Sarayı'nda olduğu belirtiliyor. Kunst kat nu 866 örneği veriliyor. (Berk)",,,
babinger_0989,Revâniyye,,record,Ecem Miray Biliz,Revâniyye,184-185,,Tâ’lîkîzâde Mehmed,1599,,,,,,,,,,,,,,,,,,Topkapı Sarayı,Erivan,Topkapı Sarayı,41.011649,28.98341108,Türkiye,İstanbul,III. Murad,1583,Rumeli Beylerbeyi olan Ferhâd Paşa tarafından Erivan'ın tahkimini övmektedir.,,,,
babinger_0990,Tebriziyye,,record,Ecem Miray Biliz,Tebriziyye,184-185,,Tâ’lîkîzâde Mehmed,1599,,,,,,,,,,,,,,,,,,Topkapı Sarayı,Erivan,Topkapı Sarayı,41.011649,28.98341108,Türkiye,İstanbul,,1595,Sadrazam Osman Paşa tarafından Tebriz'in zabtını tasvir etmektedir.,,,,
babinger_0991,Şâhnâme-i Hümâyûn,,record,Ecem Miray Biliz,Şâhnâme-i Hümâyûn,184-185,,Tâ’lîkîzâde Mehmed,1599,,,,,,,,,,,,,,,,,,Viyana Milli Kütüphanesi,nr. 1014,,48.20638245,16.36692749,Avusturya,Viyana,,981-1003 (1573-1595),Bosna Valisi Hasan Paşa'nın ölümünden III. Mehmed’in cülüsuna kadar geçen olaylar ve kısaca Yanık ve Ulah seferlerini anlatır.,,Kütüphanede Tarîh-i âl-i Osmân olarak adlandırılmıştır. (Berk),,
babinger_0992,Şâhnâme-i Hümâyûn,,record,Ecem Miray Biliz,Şâhnâme-i Hümâyûn,184-185,,Tâ’lîkîzâde Mehmed,1599,,,,,,,,,,,,,,,,,,Hamidiyye Kütüphanesi,Nu. 352,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,III. Mehmed,981-1003 (1573-1595),Bosna Valisi Hasan Paşa'nın ölümünden III. Mehmed’in cülüsuna kadar geçen olaylar ve kısaca Yanık ve Ulah seferlerini anlatır.,Bu yazmada eserin ismi Târîh-i Âl-i Osmân olarak geçmektedir.,,,
babinger_0993,Şâhnâme-i Hümâyûn,,record,Ecem Miray Biliz,Şâhnâme-i Hümâyûn,184-185,,Tâ’lîkîzâde Mehmed,1599,,,,,,,,,,,,,,,,,,Evkaf Müzesi,Nu. 1774,Türk ve İslam Eserleri Müzesi,41.00632073,28.97480593,Türkiye,İstanbul,,981-1003 (1573-1595),Bosna Valisi Hasan Paşa'nın ölümünden III. Mehmed’in cülüsuna kadar geçen olaylar ve kısaca Yanık ve Ulah seferlerini anlatır.,,,,
babinger_0994,Hasan Hükmî,,record,Ecem Miray Biliz,,185-186,,Hasan Hükmî,,,,,,,,,,,,,,,,,,,Beyazıt Devlet Kütüphanesi (Velîeddîn),,Beyazıt,41.01122884,28.96551583,Türkiye,İstanbul,,,,Şâhnâmeciliği zamanından kalma toplu bir eseri bulunmamaktadır. Bazı mecmûalarda yahut inşâ kitaplarında ona ait bazı parçalar bulunmaktadır. Bunlar da şimdiye kadar yayınlanmamıştır.,,,
babinger_0995,Şâhnâme,,record,Ecem Miray Biliz,Şâhnâme,186-187,,Mehmed (Nâdirî),1627,,,,,,,,Manzum,,,,,,,,,,Viyana Milli Kütüphanesi,nr. 1050,,48.20638245,16.36692749,Avusturya,Viyana,,1027-1031,"II. Osman’ın saltanatı ve Leh Seferi, Hotin için yapılan mücadele ile taçlandırılmıştır. İki bin beyitten oluşan manzume, II. Osman’ın cülûsuyla başlar; sultanın İstanbul’a dönüşü ve bir şehzadenin doğumu ile sona erer.",II. Osman’ın emri ile yazılmıştır.,,,
babinger_0996,Münşeât Mecmûası,,record,Ecem Miray Biliz,Münşeât Mecmûası,186-187,,Mehmed (Nâdirî),1627,,,,,,,,,,,,,,,,,,Berlin Devlet Kütüphanesi,or. 8° 2122,,52.507756,13.37086122,Almanya,Berlin,,,,Yaşadığı devrin tarihi bakımından dikkate değer içeriklidir.,,,
babinger_0997,Münşeât Mecmûası,,record,Ecem Miray Biliz,Münşeât Mecmûası,186-187,,Mehmed (Nâdirî),1627,,,,,,,,,,,,,,,,,,Viyana Milli Kütüphanesi,nr. 291,,48.20638245,16.36692749,Avusturya,Viyana,,,,Yaşadığı devrin tarihi bakımından dikkate değer içeriklidir.,,,
babinger_0998,Şâhinşâhnâme,,record,Ecem Miray Biliz,Şâhinşâhnâme,187-188,IV. Murad,Îbrâhîm Mülhemî,1650,,,,,,Farsça,,,,,,,,,2,,,Topkapı Sarayı,Erivan,Topkapı Sarayı,41.011649,28.98341108,Türkiye,İstanbul,,"I.Cilt: 1610-1638
II. Cilt: 1638-1640","IV. Murad devrindeki hadiseler anlatılır. Eser iki cilt halinde olup ilk cilt sultanın doğumundan Bağdad Seferine kadar, ikinci cilt sefer dönüşünden sultanın ölümüne kadar kapsar.",Önsözü Türkçedir. Eserin ilk kısmı IV. Murad’ın emriyle yazılmıştır.,,,
babinger_0999,Şâhnâme fî hakkı’s-Sultân Murâdi’r-râbi‘ (Muradnâme),,record,Ecem Miray Biliz,Şâhnâme fî hakkı’s-Sultân Murâdi’r-râbi‘ (Muradnâme),188,,Îbrâhîm Mülhemî,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,Dünya tarihi.,Kayıp durumdadır.,,,
babinger_1000,Târîh-i Mülûk-i Rûm ve Efrenc,,record,Ecem Miray Biliz,Târîh-i Mülûk-i Rûm ve Efrenc,188,,Îbrâhîm Mülhemî,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,Yunan ve Firenk tarihi.,Kayıp durumdadır.,,,
babinger_1001,Fethnâme-i Kara Boğdan,,record,Ecem Miray Biliz,Fethnâme-i Kara Boğdan,188,,Îbrâhîm Mülhemî,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babinger_1002,Hadâ’iku’l-hakâ’ik fî tekmileti’ş-Şekâ’ik,,record,Ecem Miray Biliz,Hadâ’iku’l-hakâ’ik fî tekmileti’ş-Şekâ’ik,189-190,,Nev’izâde Atâullâh (Atâ’i),1634,,,,,,,,,,Zeyl,eş-Şekâ’iku’n-nu‘mâniyye fî ‘Ulemâ’i’d-Devleti’l-‘Osmâniyye,Ahmed Taşköprüzâde,,Osmanlı Türkçesi,,,,Bavyera Devlet Kütüphanesi,nr. 102,,48.14761466,11.58030024,Almanya,Münih,,,"Atâʾî’nin zeylinde, II. Selim devrinde yaşamış olmakla birlikte Taşköprülüzâde’nin eserine dâhil etmediği bilginler ile IV. Murad saltanatında yaşamış bilgin, fâtih ve şeyhler de eklenmiştir.",,,,
babinger_1003,Hadâ’iku’l-hakâ’ik fî tekmileti’ş-Şekâ’ik,,record,Ecem Miray Biliz,Hadâ’iku’l-hakâ’ik fî tekmileti’ş-Şekâ’ik,189-190,,Nev’izâde Atâullâh (Atâ’i),1634,,,,,,,,,,Zeyl,eş-Şekâ’iku’n-nu‘mâniyye fî ‘Ulemâ’i’d-Devleti’l-‘Osmâniyye,Ahmed Taşköprüzâde,,Osmanlı Türkçesi,,,,Viyana Milli Kütüphanesi,nr. 1234,,48.20638245,16.36692749,Avusturya,Viyana,,,"Atâʾî’nin zeylinde, II. Selim devrinde yaşamış olmakla birlikte Taşköprülüzâde’nin eserine dâhil etmediği bilginler ile IV. Murad saltanatında yaşamış bilgin, fâtih ve şeyhler de eklenmiştir.",,,,
babinger_1004,Hadâ’iku’l-hakâ’ik fî tekmileti’ş-Şekâ’ik,,record,Ecem Miray Biliz,Hadâ’iku’l-hakâ’ik fî tekmileti’ş-Şekâ’ik,189-190,,Nev’izâde Atâullâh (Atâ’i),1634,,,,,,,,,,Zeyl,eş-Şekâ’iku’n-nu‘mâniyye fî ‘Ulemâ’i’d-Devleti’l-‘Osmâniyye,Ahmed Taşköprüzâde,,Osmanlı Türkçesi,,,,Oxford Bodleian Library,Sale 65,,51.75437187,-1.254042,İngiltere,Oxford,,,"Atâʾî’nin zeylinde, II. Selim devrinde yaşamış olmakla birlikte Taşköprülüzâde’nin eserine dâhil etmediği bilginler ile IV. Murad saltanatında yaşamış bilgin, fâtih ve şeyhler de eklenmiştir.",,,,
